gene	score	zlfc	RRA	RRA_Score_down	RRA_Score_down_adj	RRA_Score_up	RRA_Score_up_adj	essential ranking	enrich ranking
INTS10	-0.907844337	-0.332466483	0.265741113	0.265741113	1	1	1	3250	14584
RGR	-0.90577491	-0.504745633	0.397064774	0.397064774	1	1	1	3251	14583
CLRN1	-0.905735973	-0.263140053	0.227621523	0.227621523	1	1	1	3252	14582
LURAP1L	-0.90553184	-0.367937202	0.289904918	0.289904918	1	1	1	3253	14581
ELAC1	-0.904112436	-0.382197172	0.300566288	0.300566288	1	1	1	3254	14580
MINK1	-0.902774086	-0.543936071	0.437585324	0.437585324	1	1	1	3255	14579
MYL9	-0.902191283	-0.393574255	0.309915189	0.309915189	1	1	1	3256	14578
ZBTB33	-0.901112784	-0.59658893	0.495893684	0.495893684	1	1	1	3257	14577
NDUFS6	-0.90088816	-0.635236642	0.542335972	0.542335972	1	1	1	3258	14576
DNAJC30	-0.900463684	-0.361806344	0.289196154	0.289196154	1	1	1	3259	14575
CAMK2D	-0.89965412	-0.494749022	0.393536083	0.393536083	1	1	1	3260	14574
UQCRC2	-0.897816631	-0.453519186	0.35940303	0.35940303	1	1	1	3261	14573
GSTO2	-0.897722233	-0.462733561	0.36719188	0.36719188	1	1	1	3262	14572
NUDT6	-0.89749298	-0.360381424	0.29022768	0.29022768	1	1	1	3263	14571
AGL	-0.896925359	-0.344899628	0.280426743	0.280426743	1	1	1	3264	14570
IL22RA1	-0.89684263	-0.377210293	0.302150942	0.302150942	1	1	1	3265	14569
NOTCH4	-0.896628035	-0.414967288	0.329767291	0.329767291	1	1	1	3266	14568
RASGRP3	-0.895311356	-0.408151221	0.325616579	0.325616579	1	1	1	3267	14567
KRT73	-0.894193401	-0.334480789	0.275505188	0.275505188	1	1	1	3268	14566
TPH1	-0.894079924	-0.515380941	0.418020072	0.418020072	1	1	1	3269	14565
FAAP24	-0.892890757	-0.661064221	0.586272324	0.586272324	1	1	1	3270	14564
NDP	-0.892210167	-0.439634751	0.352615532	0.352615532	1	1	1	3271	14563
ZFYVE16	-0.891936296	-0.440191126	0.353290467	0.353290467	1	1	1	3272	14562
HHAT	-0.891327155	-0.388485032	0.314065056	0.314065056	1	1	1	3273	14561
MECOM	-0.890267476	-0.468803381	0.378809859	0.378809859	1	1	1	3274	14560
GTF2H5	-0.89007255	-0.445691169	0.359333556	0.359333556	1	1	1	3275	14559
NOVA2	-0.88954377	-0.296316524	0.255036595	0.255036595	1	1	1	3276	14558
C5orf63	-0.888983376	-0.303036104	0.259349434	0.259349434	1	1	1	3277	14557
VRK2	-0.887542754	-0.197550063	0.204077231	0.204077231	1	1	1	3278	14556
COMMD3	-0.887249969	-0.49841794	0.408377342	0.408377342	1	1	1	3279	14555
PHACTR4	-0.886731787	-0.496951057	0.407486011	0.407486011	1	1	1	3280	14554
GATA3	-0.886679794	-0.137740294	0.178162708	0.178162708	1	0.182869082	1	3281	14553
MPL	-0.886122461	-0.59533644	0.511834006	0.511834006	1	1	1	3282	14552
CCDC173	-0.885943892	-0.42893356	0.349032009	0.349032009	1	1	1	3283	14551
RSPRY1	-0.885397485	-0.407415868	0.332573635	0.332573635	1	1	1	3284	14550
CBLN4	-0.884996819	-0.268489395	0.2417202	0.2417202	1	1	1	3285	14549
APPL2	-0.884961233	-0.622337916	0.546131426	0.546131426	1	1	1	3286	14548
VTI1B	-0.884884265	-0.302540902	0.261511383	0.261511383	1	1	1	3287	14547
C11orf87	-0.884683573	-0.360407792	0.298936512	0.298936512	1	1	1	3288	14546
WNT8B	-0.883966448	-0.045099549	0.144821594	0.144821594	0.99330903	0.94384729	1	3289	14545
CNTROB	-0.883606615	-0.453611132	0.371439093	0.371439093	1	1	1	3290	14544
CYP2C19	-0.883284863	-0.345079938	0.289497678	0.289497678	1	1	1	3291	14543
GSN	-0.882903025	-0.343513332	0.288708724	0.288708724	1	1	1	3292	14542
MIEF2	-0.882613391	-0.475123025	0.391199807	0.391199807	1	1	1	3293	14541
DAB2	-0.879961688	-0.223124373	0.220275183	0.220275183	1	1	1	3294	14540
NECAB1	-0.879851715	-0.584343387	0.506297638	0.506297638	1	1	1	3295	14539
POU2F1	-0.87975856	-0.425865168	0.35154675	0.35154675	1	1	1	3296	14538
VNN2	-0.879331837	-0.525531123	0.442691511	0.442691511	1	1	1	3297	14537
AKNAD1	-0.879003844	-0.448522247	0.371023455	0.371023455	1	1	1	3298	14536
FAM221B	-0.878966611	-0.342003715	0.290327077	0.290327077	1	1	1	3299	14535
TAPT1	-0.878888829	-0.559079456	0.478740226	0.478740226	1	0.607854888	1	3300	14534
SSTR5	-0.878654084	-0.170937772	0.195912464	0.195912464	1	0.624432992	1	3301	14533
TAF7	-0.878250379	-0.431195095	0.357127362	0.357127362	1	1	1	3302	14532
DHTKD1	-0.878162168	-0.411123288	0.341062368	0.341062368	1	1	1	3303	14531
LRTOMT	-0.878071596	-0.582237465	0.505917888	0.505917888	1	1	1	3304	14530
C2orf15	-0.87789426	-0.336675157	0.287494713	0.287494713	1	0.484381484	1	3305	14529
aavs1_gene144	-0.877882847	-0.419561959	0.347980033	0.347980033	1	1	1	3306	14528
SCNM1	-0.8777291	-0.616984388	0.54849935	0.54849935	1	1	1	3307	14527
B4GALNT1	-0.87557299	-0.57315999	0.49831029	0.49831029	1	1	1	3308	14526
RNF130	-0.874230386	-0.495000275	0.417509037	0.417509037	1	1	1	3309	14525
CLEC5A	-0.872024215	-0.32628436	0.284516546	0.284516546	1	1	1	3310	14524
PLCXD2	-0.871813582	-0.56031025	0.487986356	0.487986356	1	1	1	3311	14523
F12	-0.871707143	-0.148070713	0.188857255	0.188857255	1	0.87945522	1	3312	14522
CFAP58	-0.870600622	-0.354096091	0.304335623	0.304335623	1	1	1	3313	14521
REN	-0.870461838	-0.345865587	0.298715932	0.298715932	1	1	1	3314	14520
TMUB2	-0.869091785	-0.498700933	0.426095783	0.426095783	1	1	1	3315	14519
SLC23A2	-0.869050004	-0.557612127	0.488059925	0.488059925	1	1	1	3316	14518
SLC22A11	-0.867543717	-0.228749692	0.229623791	0.229623791	1	1	1	3317	14517
CLEC10A	-0.867510099	-0.486124127	0.415441141	0.415441141	1	1	1	3318	14516
PLXDC2	-0.866075091	-0.322494455	0.285935123	0.285935123	1	1	1	3319	14515
MSH2	-0.865936336	-0.387237307	0.332024544	0.332024544	1	1	1	3320	14514
PLA2G2C	-0.865521337	-0.412803181	0.352499624	0.352499624	1	1	1	3321	14513
PIDD1	-0.865405062	-0.262242052	0.249265857	0.249265857	1	1	1	3322	14512
MAPT	-0.865375152	-0.449160476	0.383417622	0.383417622	1	1	1	3323	14511
LOC81691	-0.864506594	-0.494211606	0.42618987	0.42618987	1	1	1	3324	14510
NACA2	-0.86294608	-0.121424527	0.181233668	0.181233668	1	1	1	3325	14509
HAS3	-0.862880182	-0.230347496	0.23295977	0.23295977	1	1	1	3326	14508
MROH6	-0.862517845	-0.561663627	0.500102412	0.500102412	1	1	1	3327	14507
OR56B1	-0.861673381	-0.423623539	0.364612088	0.364612088	1	1	1	3328	14506
HEBP1	-0.861090452	-0.35923714	0.314781169	0.314781169	1	1	1	3329	14505
COMMD6	-0.860570098	-0.640633944	0.602548176	0.602548176	1	1	1	3330	14504
ZNF667	-0.860217937	-0.444054588	0.38346295	0.38346295	1	1	1	3331	14503
FAIM2	-0.859822645	-0.311590931	0.282888174	0.282888174	1	1	1	3332	14502
KRTAP20-2	-0.85977805	-0.323591194	0.290846505	0.290846505	1	1	1	3333	14501
C9orf142	-0.859425411	-0.599672656	0.549753818	0.549753818	1	1	1	3334	14500
ARHGEF6	-0.858798722	-0.268255903	0.256618509	0.256618509	1	1	1	3335	14499
SIRT1	-0.858616405	-0.51948167	0.457899776	0.457899776	1	1	1	3336	14498
APH1A	-0.857221131	-0.57685656	0.524267093	0.524267093	1	1	1	3337	14497
LONRF3	-0.856991339	-0.506226643	0.445797774	0.445797774	1	1	1	3338	14496
SPAG1	-0.85618391	-0.27162998	0.26018316	0.26018316	1	1	1	3339	14495
MCOLN1	-0.855477651	-0.404767258	0.354133481	0.354133481	1	1	1	3340	14494
CHRNA5	-0.8552936	-0.542854673	0.48693601	0.48693601	1	1	1	3341	14493
CUL3	-0.854817476	-0.557388802	0.504063413	0.504063413	1	1	1	3342	14492
AAR2	-0.854780852	-0.526154493	0.469116895	0.469116895	1	1	1	3343	14491
CENPO	-0.854407002	-0.618083908	0.580232517	0.580232517	1	1	1	3344	14490
CCNF	-0.854250648	-0.541877984	0.487010327	0.487010327	1	1	1	3345	14489
UBE4A	-0.853997596	-0.292641534	0.274464218	0.274464218	1	1	1	3346	14488
SALL4	-0.853983529	-0.21687038	0.230514628	0.230514628	1	1	1	3347	14487
SNRPA	-0.853184727	-0.491970244	0.435196843	0.435196843	1	1	1	3348	14486
C16orf72	-0.852960105	-0.358772851	0.320388718	0.320388718	1	1	1	3349	14485
NDUFB10	-0.852638576	-0.548031562	0.495798718	0.495798718	1	1	1	3350	14484
AASDH	-0.851501517	-0.217152367	0.231987019	0.231987019	1	0.965062095	1	3351	14483
KCNT2	-0.850818535	-0.326397511	0.298836521	0.298836521	1	1	1	3352	14482
VAPB	-0.850655754	-0.280821332	0.269156117	0.269156117	1	1	1	3353	14481
KLF11	-0.850151627	-0.316735502	0.292708632	0.292708632	1	1	1	3354	14480
HIST1H4B	-0.849735329	-0.36601966	0.328210166	0.328210166	1	1	1	3355	14479
GZMM	-0.849051343	-0.286478165	0.273695825	0.273695825	1	1	1	3356	14478
C8A	-0.848197408	-0.228851753	0.240144993	0.240144993	1	1	1	3357	14477
ZNF250	-0.846589911	-0.224515245	0.23864008	0.23864008	1	1	1	3358	14476
ZNF560	-0.845097253	-0.534860149	0.489411496	0.489411496	1	1	1	3359	14475
ZBTB24	-0.844983785	-0.617906074	0.592719237	0.592719237	1	1	1	3360	14474
ERV3-1	-0.844634	-0.503733332	0.456041232	0.456041232	1	1	1	3361	14473
KNTC1	-0.844505012	-0.567429311	0.528253148	0.528253148	1	1	1	3362	14472
DMC1	-0.844381908	-0.277464774	0.27097088	0.27097088	1	1	1	3363	14471
GPATCH3	-0.844158444	-0.415638293	0.372703387	0.372703387	1	1	1	3364	14470
SDC2	-0.84349046	-0.680459718	0.686919807	0.686919807	1	1	1	3365	14469
YES1	-0.843226679	-0.366155285	0.333271605	0.333271605	1	1	1	3366	14468
BRD7	-0.842987544	-0.19631268	0.225492749	0.225492749	1	0.987528604	1	3367	14467
HRH2	-0.841415729	-0.323387994	0.303269744	0.303269744	1	1	1	3368	14466
SMYD1	-0.841338124	-0.244603173	0.252984209	0.252984209	1	0.522764174	1	3369	14465
SAMHD1	-0.841287766	-0.32499382	0.304483277	0.304483277	1	1	1	3370	14464
APOBEC3G	-0.84058741	-0.265539638	0.26594324	0.26594324	1	1	1	3371	14463
ITGB1	-0.840395822	-0.499602782	0.456154289	0.456154289	1	1	1	3372	14462
CXCL2	-0.840323057	-0.372018635	0.340069662	0.340069662	1	1	1	3373	14461
SERPINB5	-0.839997766	-0.220958955	0.240314794	0.240314794	1	1	1	3374	14460
RUSC1-AS1	-0.839446158	-0.596611651	0.571596446	0.571596446	1	1	1	3375	14459
ITGA2	-0.839108318	-0.303689634	0.291361581	0.291361581	1	1	1	3376	14458
KCNIP3	-0.838765825	-0.40843998	0.371156577	0.371156577	1	1	1	3377	14457
SBK1	-0.838674063	-0.384849704	0.35160265	0.35160265	1	1	1	3378	14456
EPHA4	-0.83826217	-0.444897143	0.404135986	0.404135986	1	1	1	3379	14455
DHRS4	-0.838261559	-0.396169766	0.361233483	0.361233483	1	1	1	3380	14454
ZNF823	-0.837831054	-0.314163501	0.299355606	0.299355606	1	1	1	3381	14453
TMEM8A	-0.837720616	-0.271459311	0.271380534	0.271380534	1	1	1	3382	14452
TESK2	-0.836209894	-0.354944174	0.330067468	0.330067468	1	1	1	3383	14451
SNX11	-0.83520177	-0.534682752	0.500488631	0.500488631	1	1	1	3384	14450
ZNF573	-0.835123623	-0.469522764	0.430822471	0.430822471	1	1	1	3385	14449
TM4SF4	-0.83506378	-0.260316309	0.266127264	0.266127264	1	1	1	3386	14448
FASTK	-0.834899615	-0.366012909	0.339613882	0.339613882	1	1	1	3387	14447
AVL9	-0.834328749	-0.446089051	0.408934841	0.408934841	1	1	1	3388	14446
GID8	-0.832790078	-0.296879137	0.291031407	0.291031407	1	1	1	3389	14445
TCHH	-0.832438739	-0.19670186	0.2312466	0.2312466	1	1	1	3390	14444
PPFIA4	-0.831445134	-0.346602133	0.327359051	0.327359051	1	0.708437321	1	3391	14443
MEP1A	-0.830687267	-0.302378839	0.296172657	0.296172657	1	0.946270621	1	3392	14442
WDR47	-0.830364921	-0.458366608	0.424521213	0.424521213	1	1	1	3393	14441
NDUFS4	-0.830286542	-0.515634898	0.484460887	0.484460887	1	1	1	3394	14440
WNT2B	-0.83004014	-0.311049118	0.3025976	0.3025976	1	1	1	3395	14439
OAS3	-0.828538488	-0.11396617	0.192842402	0.192842402	1	0.525071559	1	3396	14438
KRTAP25-1	-0.828201307	-0.418749323	0.389436373	0.389436373	1	1	1	3397	14437
RLF	-0.828155165	-0.461453028	0.429731127	0.429731127	1	1	1	3398	14436
GAN	-0.827743088	-0.549170049	0.526434657	0.526434657	1	1	1	3399	14435
OSBPL10	-0.827658416	-0.298815585	0.295808315	0.295808315	1	1	1	3400	14434
PARP1	-0.826890322	-0.299940553	0.297100976	0.297100976	1	1	1	3401	14433
BRS3	-0.825687211	-0.206235516	0.24008634	0.24008634	1	1	1	3402	14432
GDPD1	-0.824795347	-0.559827714	0.54319082	0.54319082	1	1	1	3403	14431
ZNF791	-0.823179803	-0.436469587	0.410377904	0.410377904	1	1	1	3404	14430
SCN2A	-0.822714388	-0.547668955	0.530728909	0.530728909	1	1	1	3405	14429
AKR1B10	-0.822540116	-0.372129683	0.354378229	0.354378229	1	1	1	3406	14428
GLRX3	-0.822317707	-0.436973747	0.411671269	0.411671269	1	1	1	3407	14427
ZMYM1	-0.821874354	-0.376537019	0.358543253	0.358543253	1	1	1	3408	14426
KCTD1	-0.820707365	-0.39370708	0.374010343	0.374010343	1	1	1	3409	14425
SHC1	-0.820361573	-0.581292659	0.576574949	0.576574949	1	1	1	3410	14424
LAPTM5	-0.820041406	-0.467729695	0.444212252	0.444212252	1	1	1	3411	14423
FIZ1	-0.81972667	-0.303031842	0.304202256	0.304202256	1	1	1	3412	14422
ZNF160	-0.818668676	-0.451572364	0.429341181	0.429341181	1	1	1	3413	14421
TOMM6	-0.817997377	-0.257274971	0.274865112	0.274865112	1	1	1	3414	14420
BTBD16	-0.81722668	-0.361838661	0.350338635	0.350338635	1	1	1	3415	14419
NAALADL2	-0.817077696	-0.284560693	0.293315463	0.293315463	1	1	1	3416	14418
MAP7	-0.816898778	-0.437640515	0.417481968	0.417481968	1	1	1	3417	14417
ST7	-0.814689371	-0.483366097	0.466212144	0.466212144	1	1	1	3418	14416
SETD5	-0.81416247	-0.400686066	0.385843379	0.385843379	1	1	1	3419	14415
PAPOLA	-0.813961986	-0.381825433	0.369611915	0.369611915	1	1	1	3420	14414
TRIM39-RPP21	-0.81351945	-0.351605087	0.345111804	0.345111804	1	1	1	3421	14413
FBXL15	-0.813389531	-0.363747312	0.355005812	0.355005812	1	1	1	3422	14412
GFRA4	-0.81324141	-0.214161479	0.25162136	0.25162136	1	0.293866118	1	3423	14411
CRABP1	-0.812911003	-0.459478203	0.443066782	0.443066782	1	1	1	3424	14410
HERC4	-0.811827149	-0.288903949	0.299869293	0.299869293	1	1	1	3425	14409
TMEM11	-0.811146348	-0.565329056	0.567683423	0.567683423	1	1	1	3426	14408
ROR1	-0.811001291	-0.453464791	0.438898968	0.438898968	1	1	1	3427	14407
RNASE10	-0.810644063	-0.349218214	0.345500332	0.345500332	1	0.976878557	1	3428	14406
TMPRSS7	-0.809667298	-0.269435455	0.28814923	0.28814923	1	0.9682321	1	3429	14405
GPR179	-0.808502978	-0.436159283	0.424183659	0.424183659	1	1	1	3430	14404
ZNF418	-0.808497884	-0.396864786	0.387484948	0.387484948	1	1	1	3431	14403
LRRC69	-0.808162781	-0.523224563	0.518773848	0.518773848	1	1	1	3432	14402
ATP5S	-0.808126692	-0.205316679	0.249468625	0.249468625	1	1	1	3433	14401
KRT38	-0.807966054	-0.593591267	0.610315022	0.610315022	1	1	1	3434	14400
EIF5B	-0.807252313	-0.414559357	0.404762026	0.404762026	1	1	1	3435	14399
FCGRT	-0.8071303	-0.097957149	0.195256043	0.195256043	1	1	1	3436	14398
LDAH	-0.806523946	-0.34205562	0.343087669	0.343087669	1	1	1	3437	14397
RNF217	-0.806491159	-0.51694022	0.513291957	0.513291957	1	1	1	3438	14396
NME5	-0.806441991	-0.385515563	0.379279248	0.379279248	1	1	1	3439	14395
CCNY	-0.806028221	-0.40992206	0.401592607	0.401592607	1	1	1	3440	14394
SLC25A25	-0.805777792	-0.426694514	0.417650254	0.417650254	1	1	1	3441	14393
PCBP2	-0.805267139	-0.702574266	0.789318185	0.789318185	1	1	1	3442	14392
DNAJC7	-0.805105516	-0.378449807	0.374307285	0.374307285	1	1	1	3443	14391
ASS1	-0.803914735	-0.25743973	0.284035171	0.284035171	1	1	1	3444	14390
CCDC85C	-0.80340826	-0.454506979	0.447715085	0.447715085	1	1	1	3445	14389
CCL5	-0.803067891	-0.294326505	0.30982643	0.30982643	1	1	1	3446	14388
ZNF280A	-0.801579568	-0.354322941	0.356961786	0.356961786	1	1	1	3447	14387
PGAM2	-0.801369797	-0.383234729	0.381725502	0.381725502	1	1	1	3448	14386
TMEM131	-0.800802588	-0.545059473	0.554853871	0.554853871	1	1	1	3449	14385
RBMS3	-0.800564446	-0.216914952	0.260725775	0.260725775	1	1	1	3450	14384
PHTF1	-0.799969136	-0.339774136	0.346481199	0.346481199	1	1	1	3451	14383
GGTLC1	-0.799962769	-0.428349325	0.424897677	0.424897677	1	1	1	3452	14382
OR2L5	-0.799729374	-0.383297254	0.383225649	0.383225649	1	1	1	3453	14381
ABTB2	-0.797496866	-0.402975281	0.403060908	0.403060908	1	1	1	3454	14380
RELA	-0.797170439	-0.386772534	0.388588861	0.388588861	1	1	1	3455	14379
RMI2	-0.796942309	-0.397220929	0.398262657	0.398262657	1	1	1	3456	14378
PDE4B	-0.796671077	-0.384776368	0.387251544	0.387251544	1	1	1	3457	14377
REM2	-0.795977296	-0.198751422	0.252698286	0.252698286	1	1	1	3458	14376
APIP	-0.795798858	-0.490863828	0.495424315	0.495424315	1	1	1	3459	14375
EYA3	-0.795617368	-0.498651127	0.504600528	0.504600528	1	1	1	3460	14374
FOXR2	-0.79551073	-0.415741061	0.416990531	0.416990531	1	1	1	3461	14373
VTI1A	-0.794724341	-0.470036063	0.473390992	0.473390992	1	1	1	3462	14372
ZRSR2	-0.79452939	-0.282751193	0.307666824	0.307666824	1	0.886686898	1	3463	14371
TULP3	-0.793449942	-0.352970299	0.362577286	0.362577286	1	1	1	3464	14370
PPCDC	-0.792859372	-0.469544938	0.474891202	0.474891202	1	1	1	3465	14369
TSPAN19	-0.792173119	-0.527833406	0.543976899	0.543976899	1	1	1	3466	14368
CLASP1	-0.792114972	-0.404581166	0.409600217	0.409600217	1	1	1	3467	14367
COMMD10	-0.791981747	-0.674908303	0.763606622	0.763606622	1	1	1	3468	14366
UGT3A2	-0.790787897	-0.307356834	0.328425388	0.328425388	1	1	1	3469	14365
ST13	-0.79053684	-0.517082958	0.532677797	0.532677797	1	1	1	3470	14364
LHX8	-0.790249687	-0.493259526	0.504572731	0.504572731	1	1	1	3471	14363
GJA1	-0.789706477	-0.423735461	0.430455343	0.430455343	1	1	1	3472	14362
PMFBP1	-0.788155039	-0.429782219	0.438054403	0.438054403	1	1	1	3473	14361
SPOP	-0.788104358	-0.314481965	0.335929655	0.335929655	1	1	1	3474	14360
NRIP1	-0.787329464	-0.476780007	0.489059558	0.489059558	1	1	1	3475	14359
TMEM41B	-0.787120705	-0.516943913	0.536713227	0.536713227	1	1	1	3476	14358
SLC22A24	-0.786694137	-0.249150729	0.289939128	0.289939128	1	1	1	3477	14357
ATP6V0A4	-0.786014257	-0.203386252	0.261339976	0.261339976	1	1	1	3478	14356
KCNAB1	-0.785725457	-0.227749627	0.276609564	0.276609564	1	1	1	3479	14355
TDRD3	-0.785699267	-0.593358154	0.642083123	0.642083123	1	1	1	3480	14354
ARGLU1	-0.785334468	-0.320395767	0.34271617	0.34271617	1	1	1	3481	14353
SPATA1	-0.785252922	-0.421764688	0.432923799	0.432923799	1	1	1	3482	14352
TMEM56	-0.78491996	-0.529244113	0.554939834	0.554939834	1	1	1	3483	14351
VEGFC	-0.78443173	-0.353951599	0.371024708	0.371024708	1	1	1	3484	14350
MCMDC2	-0.784352239	-0.252734108	0.293923382	0.293923382	1	1	1	3485	14349
OSBPL3	-0.784332183	-0.469483781	0.484241406	0.484241406	1	1	1	3486	14348
PPIA	-0.783422251	-0.402199204	0.41559706	0.41559706	1	1	1	3487	14347
FGFR3	-0.783391611	-0.493807619	0.513252885	0.513252885	1	1	1	3488	14346
C2orf16	-0.782672134	-0.33353912	0.355422413	0.355422413	1	0.664187359	1	3489	14345
CHRDL1	-0.781777317	-0.219622789	0.273959886	0.273959886	1	1	1	3490	14344
TRIM28	-0.780095498	-0.173270918	0.247172272	0.247172272	1	0.965998561	1	3491	14343
PRDM14	-0.779796738	-0.406205334	0.422966459	0.422966459	1	1	1	3492	14342
BAIAP2	-0.779501062	-0.341680936	0.36480505	0.36480505	1	1	1	3493	14341
PSTPIP2	-0.779112518	-0.466660446	0.486921269	0.486921269	1	1	1	3494	14340
MRPL35	-0.778584557	-0.325423978	0.352140607	0.352140607	1	1	1	3495	14339
PRLHR	-0.778247966	-0.659536103	0.760730889	0.760730889	1	1	1	3496	14338
LGR5	-0.7777883	-0.408907246	0.427580004	0.427580004	1	1	1	3497	14337
BDKRB1	-0.777587178	-0.539649373	0.578078842	0.578078842	1	1	1	3498	14336
ANKUB1	-0.77743062	-0.363025652	0.385019077	0.385019077	1	1	1	3499	14335
KLHDC8B	-0.776742731	-0.666774093	0.776203175	0.776203175	1	1	1	3500	14334
CDH4	-0.776057412	-0.389853556	0.410856774	0.410856774	1	1	1	3501	14333
MYBPC2	-0.775256316	-0.439441161	0.461413963	0.461413963	1	1	1	3502	14332
CAMK2B	-0.775245557	-0.415118083	0.436287725	0.436287725	1	1	1	3503	14331
NDUFS5	-0.774875477	-0.386171367	0.408497674	0.408497674	1	1	1	3504	14330
APEX1	-0.774410181	-0.588130918	0.651109514	0.651109514	1	1	1	3505	14329
ANKRD24	-0.774304535	-0.372569257	0.396419657	0.396419657	1	1	1	3506	14328
FABP3	-0.773191109	-0.376005488	0.400595421	0.400595421	1	1	1	3507	14327
C6orf118	-0.773165793	-0.506372788	0.54091212	0.54091212	1	1	1	3508	14326
TMCC1	-0.773160291	-0.544908006	0.591118091	0.591118091	1	1	1	3509	14325
HIGD1A	-0.773100266	-0.574197498	0.632453455	0.632453455	1	1	1	3510	14324
STAT1	-0.772697119	-0.368972727	0.394607709	0.394607709	1	1	1	3511	14323
SEMA4D	-0.771627487	-0.108769645	0.217241249	0.217241249	1	1	1	3512	14322
SEC62	-0.770659635	-0.441716644	0.468774927	0.468774927	1	1	1	3513	14321
MYH7	-0.770154169	-0.420718781	0.447164689	0.447164689	1	1	1	3514	14320
MFF	-0.77009166	-0.258664365	0.307915595	0.307915595	1	1	1	3515	14319
DRD5	-0.768946181	-0.215257452	0.279354605	0.279354605	1	0.520936803	1	3516	14318
FKBP11	-0.768753278	-0.31573001	0.352251993	0.352251993	1	1	1	3517	14317
SPDYC	-0.768423221	-0.049600863	0.190963462	0.190963462	1	1	1	3518	14316
ACAD8	-0.768412718	-0.193765559	0.266188763	0.266188763	1	1	1	3519	14315
TOPBP1	-0.767517529	-0.659309704	0.779357025	0.779357025	1	1	1	3520	14314
TRIO	-0.767331889	-0.495976432	0.535258303	0.535258303	1	1	1	3521	14313
KRTCAP2	-0.766989498	-0.46678776	0.500854477	0.500854477	1	1	1	3522	14312
NAALAD2	-0.766540852	-0.558971564	0.619955711	0.619955711	1	1	1	3523	14311
KAZALD1	-0.766432367	-0.271161705	0.319590211	0.319590211	1	1	1	3524	14310
aavs1_gene79	-0.766408943	-0.379045647	0.409761102	0.409761102	1	1	1	3525	14309
TRIM55	-0.766218968	-0.378712286	0.409625805	0.409625805	1	1	1	3526	14308
IRS2	-0.766178764	-0.180736995	0.2596516	0.2596516	1	1	1	3527	14307
C16orf45	-0.765216822	-0.395179248	0.426442614	0.426442614	1	1	1	3528	14306
ACTN2	-0.765046308	-0.371604431	0.404064461	0.404064461	1	1	1	3529	14305
ZNF600	-0.764713041	-0.22282754	0.287053754	0.287053754	1	0.260118703	1	3530	14304
TAX1BP1	-0.764551893	-0.367354123	0.400584212	0.400584212	1	1	1	3531	14303
PRMT2	-0.764138947	-0.269890874	0.32034384	0.32034384	1	1	1	3532	14302
CIB2	-0.763815775	-0.26984583	0.320549122	0.320549122	1	1	1	3533	14301
ADGRF4	-0.763358558	-0.426516096	0.460323559	0.460323559	1	1	1	3534	14300
PANK3	-0.762298133	-0.339344239	0.377512277	0.377512277	1	1	1	3535	14299
GNAI2	-0.762256552	-0.310134496	0.352983924	0.352983924	1	1	1	3536	14298
IGF2BP1	-0.762200211	-0.392924268	0.427191306	0.427191306	1	1	1	3537	14297
